MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
LEEB|M|Leeb Brokerage Services, Inc.|TEMP NASDAQ TRADING|212-653-1720|N|N|N|N
LEER|P|LEERINK PARTNERS LLC|TRADING|212-277-6100|Y|Y|N|N
LEGD|P|LEGEND SECURITIES, INC.|||Y|Y|N|N
LEHB|P|Barclays Capital Inc./Le|||Y|Y|Y|Y
LEHM|P|Barclays Capital Inc./Le|||Y|Y|Y|Y
LEHP|P|Barclays Capital Inc./Le|||Y|Y|Y|Y
LEMP|P|Lempert Brothers International USA, Inc.|||N|N|N|N
LESW|O|Leerink Partners LLC|||Y|Y|N|N
LETS|P|LetsGo Trade, Inc.|TRADING DESK|908-222-8284|N|Y|N|N
LEVN|N|Levco Securities, Inc.|NEW YORK, NY|212-332-8400|N|N|N|N
LEVY|P|Levy, Harkins & Co., Inc.|||N|Y|N|N
LEXI|N|LEXINGTON INVESTMENT COMPANY, INC.|NASDAQ TRADING|606-233-7073|N|Y|N|N
LFCI|P|Laguna Financial Corporation|||N|N|N|N
LFCM|M|Lighthouse Financial Group, Llc|Domestic and International Trading|212-277-7676|N|N|N|N
LFIN|O|Lighthouse Financial Group, LLC|Trading|212-277-8145|N|N|N|N
LFRO|P|LF Rothschild, LLC|||N|Y|N|N
LGLL|P|WHITEWOOD GROUP, INC|||N|Y|N|N
LGND|P|Legend Merchant Group, Inc.||212-809-5568|N|N|N|N
LGNT|O|COR CLEARING LLC|OMAHA NEB|800-776-5778|Y|Y|N|N
LGSA|P|Woori Investment & Securities America, Inc.|||N|Y|N|N
LGTD|M|Legacy Trading, Inc.|MAIN|405-216-0554|N|N|N|N
LGTD|M|Legacy Trading, Inc.|TRADING|405-216-9443|N|N|N|N
LHMA|P|Barclays Capital Inc./Le|||Y|Y|Y|Y
LHMS|P|Barclays Capital Inc./Le|||Y|Y|Y|Y
LHSB|P|Barclays Capital Inc./Le|||Y|Y|Y|Y
LIBR|P|Libra Securities, LLC|||N|N|N|N
LIME|O|Lime Brokerage LLC|TRADING DESK|212-219-6001|Y|Y|Y|Y
LINC|P|LIBERUM|||N|Y|N|N
LIQD|P|Liquid Capital Securities, LLC|||N|Y|N|N
LIQP|P|LIQUID PRIME SERVICES, INC.|||N|Y|N|N
LISA|N|First Choice Securities Corp.|||N|N|N|N
LITE|P|LIME BROKERAGE LLC|||Y|Y|Y|Y
LIWA|P|LIME BROKERAGE LLC|||Y|Y|Y|Y
LIWB|P|LIME BROKERAGE LLC|||Y|Y|Y|Y
LIWE|P|LIME BROKERAGE LLC|||Y|Y|Y|Y
LIWK|P|LIME BROKERAGE LLC|||Y|Y|Y|Y
LIWO|P|LIME BROKERAGE LLC|||N|Y|N|N
LIWW|P|LIME BROKERAGE LLC|||Y|Y|Y|Y
LJRY|N|Lynch, Jones & Ryan, LLC.|||N|N|N|N
LMES|P|LIME BROKERAGE LLC|||Y|Y|Y|Y
LMFI|N|L&M FINANCIAL SERVICES|||N|Y|N|N
LMGP|P|LIME BROKERAGE LLC|||Y|Y|Y|Y
LMKO|N|L.M. KOHN & COMPANY|||N|Y|N|N
LMNX|P|LUMINEX TRADING & ANALYTICS LLC|||N|Y|N|N
LMPQ|P|Lampost Capital, L.C.|||N|Y|N|N
LMTC|P|LMT Capital Markets LLC|||N|N|N|N
LNKS|P|Guggenheim Securities, LLC|||Y|Y|N|N
LNRT|P|L & R TRADING L.L.C.|||N|N|N|N
LOBR|M|Loeb Partners Corporation/Retail|NEW YORK  NY|212-483-7054|N|Y|N|N
LOMB|P|Lombard Securities Incorporated|||N|Y|N|N
LOOP|P|Loop Capital Markets LLC|||N|Y|N|N
LOUI|P|Louis Capital Markets, LLC|NEW YORK, NY|212-509-4400|N|Y|N|N
LOWI|M|Blunt Ellis & Loewi Incorporated|||N|N|N|N
LOWW|P|LOWELL & COMPANY, INC.|||N|Y|N|N
LPCM|P|Lampert Capital Markets Inc.|||N|Y|N|N
LPFS|P|LIBERTY PARTNERS FINANCIAL SERVICES, LLC|||N|Y|N|N
LPSP|P|LPS Partners INC.|Institutional Sales and Trading|212-441 3871|N|Y|N|N
LQFI|P|CITIGROUP GLOBAL MARKETS INC.|||Y|Y|Y|Y
LQNA|P|LIQUIDNET, INC.|||Y|Y|N|N
LQNB|P|LIQUIDNET, INC.|||Y|Y|N|N
LQNF|P|LIQUIDNET, INC|||Y|Y|N|N
LQNT|O|Liquidnet, Inc.|NEW YORK, NY|646-674-2000|Y|Y|N|N
LQNT|O|Liquidnet, Inc.|TRADING|646-674-2200|Y|Y|N|N
LQNX|P|LIQUIDNET, INC.|||Y|Y|N|N
LSCI|O|Lek Securities Corporation|NEW YORK, NY|212-509-2300|Y|Y|Y|Y
LSCM|P|LAKE STREET CAPITAL MARKETS, LLC|||Y|Y|N|N
LSCO|P|Leerink Partners LLC|||Y|Y|N|N
LSEC|P|Livingston Securities, LLC|||N|Y|N|N
LSPD|M|Labranche Structured Products Direct|||N|N|N|N
LSPI|N|LAFAYETTE INVESTMENTS, INC.|||N|Y|N|N
LSPS|P|Lightspeed Trading LLC|||Y|Y|Y|N
LSSI|P|Langdon Shaw Securities, Inc.|||N|Y|N|N
LSTR|P|LODESTAR SECURITIES CORP.|Main Line:|646-568-2380|N|Y|N|N
LTCO|M|Ladenburg, Thalmann & Co., Inc.|TRADING|305-572-4123|Y|Y|N|N
LTCO|M|Ladenburg, Thalmann & Co., Inc.||646-432-6330|Y|Y|N|N
LTIN|P|BBVA Securities Inc.|||N|Y|N|N
LTLI|P|L.P. LITTLEWOOD AND ASSOCIATES, INC.|||N|N|N|N
LTPL|P|CREDIT SUISSE SECURITIES (USA) LLC|||Y|Y|Y|Y
LVAR|P|LARRAIN VAIL SECURITIES US LLC|||N|Y|N|N
LVMR|P|LIVERMORE TRADING GROUP, INC.|||N|Y|N|N
LXMG|P|LXM GROUP|Trading Desk|212-401-9380|N|Y|N|N
LYON|M|Credit Agricole Securities (USA) Inc.|NEW YORK NY|212-408-5700|N|Y|N|N
LYON|M|Credit Agricole Securities (USA) Inc.|LISTED TRADING DPMT|212-408-5800|N|Y|N|N
LYON|M|Credit Agricole Securities (USA) Inc.|INT'L TRADING DPMT|212-408-5600|N|Y|N|N
LYON|M|Credit Agricole Securities (USA) Inc.|NASDAQ TRADING|212-408-5899|N|Y|N|N
MACC|P|Mid Atlantic Capital Corporation|||Y|Y|N|N
MACK|N|R.A. Mackie & Co., L.P.|IRVINGTON  NY|914-591-5800|N|N|N|N
MACK|N|R.A. Mackie & Co., L.P.|NASDAQ/OTCBB TRADING|800-328-1550|N|N|N|N
MACM|P|MCAP LLC|||N|Y|N|N
MACN|M|McNamara Trading Company|||N|N|N|N
MACP|O|Griffon May, Inc.|LAKE OSWEGO, OR|503-635-8844|N|N|N|N
MACQ|M|Macquarie Capital (USA) Inc.|||Y|Y|N|N
MACS|N|Mclaughlin, Piven, Vogel Securities, Inc.|NEW YORK NY|212-248-3721|N|N|N|N
MACS|N|Mclaughlin, Piven, Vogel Securities, Inc.|NEW YORK NY|800-221-4947|N|N|N|N
MADF|M|Bernard L. Madoff Investment Securities LLC|CUST TRADE INQURIES|800-288-4883|N|N|N|N
MADF|M|Bernard L. Madoff Investment Securities LLC||212-230-2435|N|N|N|N
MADF|M|Bernard L. Madoff Investment Securities LLC|NASDAQ TRADING|212-230-2450|N|N|N|N
MADF|M|Bernard L. Madoff Investment Securities LLC|LISTED TRADING|212-230-2400|N|N|N|N
MADF|M|Bernard L. Madoff Investment Securities LLC||800-221-2242|N|N|N|N
MAGI|N|Maguire Investments, Inc.|NASDAQ TRADING|805-922-6901|N|N|N|N
MAGM|P|TOR BROKERAGE LLC|||N|Y|N|N
MAIA|P|MAIA SECURITIES, INC.|||N|Y|N|N
MAIB|P|Maia Securities, Inc.|||N|Y|N|N
MAJE|P|Majestic Securities LLC|||N|N|N|N
MAMA|N|SECUREVEST FINANCIAL GROUP|||N|Y|N|N
MAME|P|MIDAMERICA FINANCIAL SERVICES, INC.|||N|N|N|N
MANC|N|PETER MANCUSO & CO L.P.|||N|Y|N|N
MAPL|O|Maple Securities U.S.A. Inc.|JERSEY CITY, NJ|201-369-3010|Y|Y|N|N
MARK|M|Mark Stewart Securities, Inc.|IRVINE, CA|949-752-6800|N|Y|N|N
MARK|M|Mark Stewart Securities, Inc.|ALTERNATE NUMBER|949-955-2400|N|Y|N|N
MASE|P|Managed Account Services, LLC|||N|Y|N|N
MASU|P|Mirae Asset Securities (USA) Inc.|||N|Y|N|N
MATP|P|Amvest Securities, Incorporated|||N|N|N|N
MATX|P|Matrix Capital Group, Inc.||212-652-3295|N|Y|N|N
MAVB|P|Great Point Capital LLC|||Y|Y|N|N
MAVS|P|Madison Avenue Securities|||N|Y|N|N
MAWI|P|MONTECITO ADVISORS, INC.|||Y|Y|N|N
MAXI|P|Max International Broker/Dealer Corp.|||N|N|N|N
MAXM|M|Maxim Group LLC|NEW YORK, NY|212-895-3680|Y|Y|N|N
MAXM|M|Maxim Group LLC||800-261-0498|Y|Y|N|N
MAXM|M|Maxim Group LLC|OTCBB|212-895-3586|Y|Y|N|N
MAXM|M|Maxim Group LLC|FOREIGN TRADING|732-784-1910|Y|Y|N|N
MAXM|M|Maxim Group LLC|INSTITUTIONAL TRADING|800-628-4005|Y|Y|N|N
MAXM|M|Maxim Group LLC|BALTIMORE|443-552-0302|Y|Y|N|N
MAXM|M|Maxim Group LLC|TRADING|212-895-3560|Y|Y|N|N
MAXM|M|Maxim Group LLC|RED BANK|732-784-1904|Y|Y|N|N
MAXN|P|BGC Financial Inc.|||Y|Y|N|N
MAXX|P|MAXXTRADE, INC|||N|N|N|N
MAYF|O|May Financial Corporation|MICHIGAN|810-522-8000|N|N|N|N
MBAS|P|MONARCH BAY SECURITIES, LLC|Main Line|310-536-0500|N|Y|N|N
MBAY|P|MONARCH BAY SECURITIES, LLC|||N|Y|N|N
MBSE|P|MBS SOURCE ETRADING, INC.|||N|Y|N|N
MBSL|P|MBS CAPITAL MARKETS, LLC|||N|Y|N|N
MBTS|P|TRADEKING|||Y|Y|N|N
MCBD|M|McConnell, Budd & Downes, Inc.|NASDAQ TRADING|973-538-0949|N|N|N|N
MCBT|M|Moors & Cabot, Inc.|NASDAQ TRADING|800-426-0501|Y|Y|N|N
MCBT|M|Moors & Cabot, Inc.|BOSTON  MA|617-426-0500|Y|Y|N|N
MCBT|M|Moors & Cabot, Inc.|NASDAQ-BANK STOCKS|617-451-2407|Y|Y|N|N
MCBT|M|Moors & Cabot, Inc.|SAN FRANSCICO, CA|N/A|Y|Y|N|N
MCBT|M|Moors & Cabot, Inc.|NASDAQ TRADING|800-723-9866|Y|Y|N|N
MCBT|M|Moors & Cabot, Inc.||415-288-2243|Y|Y|N|N
MCBT|M|Moors & Cabot, Inc.|INSTITUTIONAL|800-655-3583|Y|Y|N|N
MCCL|N|MCCLURG CAPITAL CORPORATION|||N|Y|N|N
MCFA|P|Moors & Cabot Financial Advisors, LLC|BOSTON, MA|800.426.0501|N|N|N|N
MCFM|P|Morton Clarke Fu & Metcalf Inc.|||N|N|N|N
MCIN|P|Moors & Cabot, Inc.|||Y|Y|N|N
MCKN|M|McKinnon & Company, Inc.|NORFOLK  VA|757-623-4636|N|N|N|N
MCKN|M|McKinnon & Company, Inc.|NASDAQ TRADING|800-853-4636|N|N|N|N
MCLF|P|MCL Financial Group, Inc.|||N|N|N|N
MCMF|P|Raymond James Ltd. Cds|Vancouver, Canada|604-654-1151|N|N|N|N
MCSL|P|MCCAULEY SECURITIES, LTD.|||N|Y|N|N
MCTR|N|Themunicenter.Com|||N|Y|N|N
MCTY|N|MCCOURTNEY-BRECKENRIDGE & COMPANY|NASDAQ TRADING|314-231-5730|N|Y|N|N
MDAS|M|Midas Securities, LLC|BUENA PARK, CA|714-521-0660|N|N|N|N
MDBC|M|MDB Capital Group, LLC|TRADING|800-750-9302|Y|Y|N|N
MDEB|O|WORLD FIRST FINANCIAL SERVICES, INC.|NEW YORK, NY|800-221-3305|N|Y|N|N
MDGS|O|Middlegate Securities Ltd.||212-391-7308|N|Y|N|N
MDLX|P|McDonald's Investment Inc.|||Y|Y|N|N
MEAL|P|M. E. ALLISON & CO., INC.|||N|Y|N|N
MEAT|P|NMS FINANCIAL SERVICES, LLC|||N|Y|N|N
MECA|P|MERRIMAN CAPITAL, INC.|||Y|Y|N|N
MEFA|O|Melhado, Flynn & Associates, Inc.|NEW YORK|212-764-3638|N|N|N|N
MELN|N|Mellin Securities, Inc.|CHICAGO, IL|312-456-7304|Y|Y|N|N
MERC|P|Mercadien Securities|||N|Y|N|N
MERI|M|Merriman Curhan Ford & Co.|SAN FRANCISCO|800-909-7897|Y|Y|N|N
MERI|M|Merriman Curhan Ford & Co.|NEW YORK|646-292-1401|Y|Y|N|N
MERI|M|Merriman Curhan Ford & Co.|OTCBB/PINK SHEETS|646-292-1409|Y|Y|N|N
MERL|P|Wells Fargo Prime Services, LLC|Trading|415-848-4051|Y|Y|N|N
MERL|P|Wells Fargo Prime Services, LLC|Trading|415-848-4066|Y|Y|N|N
MERP|P|MERIDIAN EQUITY PARTNERS INC.|Trading Desk|212-742-8028|Y|Y|N|N
MERR|P|Merrimac Corporate Securities, Inc.|||N|N|N|N
MERS|P|Merrion Securities, LLC|||N|Y|N|N
MERX|P|MERRIMAC CORPORATE SECURITIES, INC.|||N|N|N|N
MESF|P|MESIROW FINANCIAL, INC.|||Y|Y|N|N
MEXD|P|Dynamex Trading, LLC|TRADING|415-283-3528|Y|Y|N|N
MEXD|P|Dynamex Trading, LLC|TRADE RECONCILIATION|415-283-3479|Y|Y|N|N
MFCA|P|Monarch Financial Corporation of America|||N|N|N|N
MFFS|N|McFadden, Farrell & Smith, LP|||N|N|N|N
MFSI|P|Midamerica Financial Services, Inc.|||N|N|N|N
MGIS|P|Industrial Alliance Securities INC.|||N|N|N|N
MHAF|P|MHA FINANCIAL CORP|||N|Y|N|N
MIAM|P|FMS, Inc.|||N|Y|N|N
MIBS|P|BMO HARRIS FINANCIAL ADVISORS, INC.|||N|Y|N|N
MICA|M|Spartan Securities Group, Ltd.|ST PETERSBURG, FL|727-823-2058|Y|Y|N|N
MICG|N|MICG Investment Management, LLC|||N|N|N|N
MIDA|P|MID-ATLANTIC SECURITIES, INC.|||N|Y|N|N
MIDS|N|Midsouth Capital, Inc.|COLUMBIA, SC|803-790-4440|N|N|N|N
MILC|P|Millenco|||N|N|N|N
MILE|P|I-Bankers Securities, Inc.|||N|Y|N|N
MILS|P|Milestone Financial Services, Inc.|||N|N|N|N
MINT|P|BGC FINANCIAL INC.|||Y|Y|N|N
MISL|N|MISCHLER FINANCIAL GROUP, INC.|||N|Y|N|N
MITR|P|GMP SECURITIES, LLC|TRADING|212-404-8344|Y|Y|N|N
MJCO|M|MORGAN JOSEPH TRIARTISAN LLC.|PITTSFORD, NEW YORK|585-899-6022|N|Y|N|N
MJJG|N|Michael A. Steinberg & Company, Inc.|NASDAQ TRADING|212-730-9797|N|N|N|N
MJSK|M|Miller Johnson Steichen Kinnard Inc.|M-MINNEAPOLIS, MN|612-455-5795|N|N|N|N
MJSK|M|Miller Johnson Steichen Kinnard Inc.|NASDAQ/OTCBB TRADING|800-825-5466|N|N|N|N
MJSK|M|Miller Johnson Steichen Kinnard Inc.|M-INSTITUTIONAL|612-455-2900|N|N|N|N
MJSK|M|Miller Johnson Steichen Kinnard Inc.|M-INSTITUIONAL|800-777-5134|N|N|N|N
MJSK|M|Miller Johnson Steichen Kinnard Inc.|R-TRADING|800-525-7497|N|N|N|N
MJWH|O|M. J. Whitman, Inc.|NEW YORK, NY-TRADING|212-888-0290|Y|Y|N|N
MKMP|P|MKM Partners LLC|||Y|Y|N|N
MKTD|P|White Pacific Securities, Inc.|NASDAQ TRADING|407-352-6780|N|N|N|N
MKTS|P|OTC LINK LLC|||N|Y|N|N
MKTX|O|MarketAxess Corporation|||N|Y|N|N
MKVA|P|Merrimack Valley Investment, Inc.|NASDAQ TRADING|508-374-0561|N|Y|N|N
MKVL|P|MERRIMACK VALLEY INVESTMENT, INC.|||N|Y|N|N
MLBC|P|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|NASDAQ TRADING|800-937-0501|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|NASDAQ SALES TRD|800-937-0516|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|DEALER DESK|212-449-6872|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|INTERNATIONAL SALES|800-933-6468|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|INTL BROKER/DEALER|212-449-7586|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|LISTED SALES|800-937-0539|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|INTL BROKERDEALR SVC|212-449-7851|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|INTL BROKERDEALR SVC|800-221-7420|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|UNITED KINGDOM|212-449-5956|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|EUROPE|212-449-5956|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|ASIA PACIFIC|212-449-4105|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|LATIN AMERICA|212-449-4101|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|CANADA|212-449-4101|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|EMERGING MARKETS|212-449-6491|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|INDUSTRIAL TRADING|212-449-4167|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|INDUSTRIAL ORDERS|212-449-4142|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|PORTLAND,OR|503-221-4744|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|CONVERTIBLES|212-449-4040|Y|Y|Y|Y
MLCO|M|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|ARBITRAGE|212-449-3456|Y|Y|Y|Y
MLEN|N|Millenco - Special Account|||N|N|N|N
MLEX|P|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|NEW YORK, NY|N/A|Y|Y|Y|Y
MLIN|P|Wells Fargo Prime Services, LLC|||Y|Y|N|N
MLIX|P|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
MLLN|P|Millenco|||N|N|N|N
MLMA|O|Merrill Lynch Pierce Fenner & Smith Incorporated|||Y|Y|Y|Y
MLNM|P|Millenco|||N|N|N|N
MLRM|P|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|||Y|Y|Y|Y
MLSE|P|Merrill Lynch, Pierce, Fenner & Smith|||Y|Y|Y|Y
MLSI|M|Schon-EX LLC|Jericho, NY|516-942-2400|N|N|N|N
MLST|N|M.L. Stern & Co. Inc.|BEVERLY HILLS, CA|323-658-4444|N|N|N|N
MLST|N|M.L. Stern & Co. Inc.||323-658-4400|N|N|N|N
MLTC|M|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
MLTD|P|Millenco|||N|N|N|N
MLTJ|P|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
MLTK|P|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
MLTL|P|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
MLTS|O|Miletus Trading, LLC|||N|N|N|N
MLTV|P|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
MLUA|P|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|||Y|Y|Y|Y
MLUD|P|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|||Y|Y|Y|Y
MLVM|P|McNicoll, Lewis & Vlak LLC|||Y|Y|N|N
MLVN|N|Melvin Securities, L.L.C.|CHICAGO, IL|312-341-5170|N|Y|N|N
MLVN|N|Melvin Securities, L.L.C.||800-578-6358|N|Y|N|N
MLVN|N|Melvin Securities, L.L.C.|INSTITUTIONAL DESK|312-341-1911|N|Y|N|N
MLVN|N|Melvin Securities, L.L.C.||800-341-8584|N|Y|N|N
MLVX|P|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
MLZA|P|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
MLZC|P|MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED|||Y|Y|Y|Y
MMAN|M|McMahan Securities Co. L.P.|GREENWICH CT|203-618-3300|N|N|N|N
MMAN|M|McMahan Securities Co. L.P.|GREENWICH CT|800-626-2426|N|N|N|N
MNCO|N|MARTIN NELSON & CO., INC.|NASDAQ TRADING|206-682-6261|N|Y|N|N
MNDX|P|TJM Investments, LLC|||N|Y|N|N
MNRC|N|Monarch Capital Group, LLC|||N|Y|N|N
MNTX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
MNTY|O|Montgomery & Co., LLC|||N|Y|N|N
MNXS|P|Muniaxis Lebenthal LLC|||N|N|N|N
MOGA|P|Mogavero, Lee & Co., Inc.|||N|N|N|N
MOJO|P|Montag & Joselson|||N|N|N|N
MOLO|N|MOLONEY SECURITIES CO., INC.|||N|Y|N|N
MOMY|P|Ashton Young, Inc.|||N|Y|N|N
MONR|P|MONROE FINANCIAL PARTNERS, INC.|NASDAQ/OTCBB TRADING|800-766-5560|N|Y|N|N
MONR|P|MONROE FINANCIAL PARTNERS, INC.|IF LINE TROUBLE|312-327-2536|N|Y|N|N
MONR|P|MONROE FINANCIAL PARTNERS, INC.|IF LINE TROUBLE|312-498-4015|N|Y|N|N
MONR|P|MONROE FINANCIAL PARTNERS, INC.|IF LINE TROUBLE|312-399-4049|N|Y|N|N
MORA|P|MORA WM SECURITIES|||N|Y|N|N
MOSE|P|Moloney Securities Co., Inc.|||N|Y|N|N
MOTF|P|MOTIF INVESTING, INC.|||N|Y|N|N
MPLW|N|MAPLEWOOD INVESTMENT ADVISORS, INC.|||N|Y|N|N
MPSC|P|MARCO POLO SECURITIES INC.|||N|Y|N|N
MPSG|O|E D & F Man Capital Markets Inc.|||N|Y|N|N
MQHS|P|MARQUIS HOLDINGS, INC.|||N|N|N|N
MQIN|P|McGinn, Smith & Co., Inc.|NASDAQ TRADING|518-449-5131|N|N|N|N
MQRX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
MRAD|P|Macro Risk Advisors Llc|||N|Y|N|N
MRBA|P|IBN FINANCIAL SERVICES, INC.|||N|Y|N|N
MRCP|M|Mercer Capital Ltd.||903-597-2887|N|N|N|N
MREC|P|MACKIE RESEARCH CAPITAL CORPORATION/CDS|||N|N|N|N
MRGN|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MRKS|P|M. Ramsey King Securities, Inc.|||N|Y|N|N
MRNA|P|MARIANA CAPITAL USA, LLC|||N|Y|N|N
MRSC|N|MARSCO INVESTMENT CORPORATION|||N|Y|N|N
MSBB|P|Meeting Street Brokerage, LLC|||N|N|N|N
MSBR|P|Meeting Street Brokerage, LLC|||N|N|N|N
MSCA|M|Marcus Schloss & Co., Inc.|NEW YORK  NY|212-483-1575|N|N|N|N
MSCB|N|Maine Securities Corporation|||N|Y|N|N
MSCH|P|Magna Securities Corp.|NASDAQ TRADING|212-547-3700|N|N|N|N
MSCO|M|MORGAN STANLEY & CO. LLC|NEW YORK NY|212-761-4000|Y|Y|Y|Y
MSEB|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSED|P|Morgan Stanley & Co., Incorporated|||Y|Y|Y|Y
MSEM|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSET|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSFT|P|MICROSOFT CORPORATION|||N|N|N|N
MSHI|P|M. S. HOWELLS & CO.|Trading Desk|480-502-3800|Y|Y|N|N
MSII|P|MetLife Securities Inc.|||N|Y|N|N
MSIM|P|Michigan Securities, Inc.|||N|Y|N|N
MSIT|P|Montrose Securities International|||N|Y|N|N
MSLP|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSML|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSMM|P|Melvin Securities, LLC|||N|Y|N|N
MSMP|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSNY|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSPD|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSPL|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSPW|P|MORGAN STANLEY|||Y|Y|N|N
MSRO|M|Mesirow Financial, Inc.||1 800-248-7220|Y|Y|N|N
MSRO|M|Mesirow Financial, Inc.|CHICAGO,IL|1 800 757-9776|Y|Y|N|N
MSRO|M|Mesirow Financial, Inc.|PREFERRED DESK|1 800 757-9776|Y|Y|N|N
MSRO|M|Mesirow Financial, Inc.|LISTED|1 800 757-9776|Y|Y|N|N
MSRP|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSRV|N|Milestone Financial Services, Inc.|||N|N|N|N
MSTX|P|MORGAN STANLEY & CO. LLC|||Y|Y|Y|Y
MSUS|P|MACQUARIE CAPITAL (USA) INC.|||Y|Y|N|N
MTBK|P|Multi-Bank Securities, Inc.|||N|Y|N|N
MTCH|P|MATCH-POINT SECURITIES, LLC|||N|Y|N|N
MTDB|P|M&T Securities, Inc.|||N|Y|N|N
MTFX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
MTGO|P|MTG, LLC|||N|Y|N|N
MTON|P|MILLINGTON SECURITIES, INC.|||N|Y|N|N
MTRN|P|Multitrade Securities LLC|||N|N|N|N
MTRS|P|CENTER STREET SECURITIES, INC.|||N|Y|N|N
MUFG|P|MUFG SECURITIES AMERICAS INC.|OTCBB MM Desk|212-405-7113|Y|Y|N|N
MULL|P|MARK J. MULLER EQUITIES, INC.|||N|Y|N|N
MVFN|P|MVP Financial, LLC|||N|Y|N|N
MVSG|N|MV Securities Group, Inc.|||N|Y|N|N
MWCC|O|Monness Crespi Hardt & Co., Inc.|NEW YORK, NY|212-838-7575|Y|Y|N|N
MWCO|M|Madison Williams and Company|||N|N|N|N
MWIL|P|MORGAN WILSHIRE SECURITIES, INC.|||N|Y|N|N
MWMS|P|MIURA CAPITAL, LLC|||N|Y|N|N
MWSE|E|Chicago Stock Exchange|DEMPSEY & COMPANY|312-663-2255|N|N|N|N
MWSI|N|Morgan Wilshire Securities, Inc.|TRADING DESK|516-622-3111|N|Y|N|N
MXFG|N|Maximum Financial Group, Inc.|SOUTHFIELD, MI|810-358-0808|N|N|N|N
MXMS|P|MAXIM GROUP LLC|||Y|Y|N|N
