GPL,Great Panther Silver Limited,Basic Industries,Precious Metals,AMEX
GPM,Guggenheim Enhanced Equity Income Fund,n/a,n/a,NYSE
GPN,Global Payments Inc.,Miscellaneous,Business Services,NYSE
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production,NASDAQ
GPP,Green Plains Partners LP,Basic Industries,Major Chemicals,NASDAQ
GPP,GREENPOWER ENERGY LIMITED,Energy,n/a,AXS
GPRE,Green Plains- Inc.,Basic Industries,Major Chemicals,NASDAQ
GPR,GEOPACIFIC RESOURCES LTD,Materials,n/a,AXS
GPRK,Geopark Ltd,Energy,Oil & Gas Production,NYSE
GPRO,GoPro- Inc.,Miscellaneous,Industrial Machinery/Components,NASDAQ
GPS,Gap- Inc. (The),Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
GPS,GPS ALLIANCE HOLDINGS LIMITED,Real Estate,n/a,AXS
GPT^A,Gramercy Property Trust Inc.,n/a,n/a,NYSE
GPT,GPT GROUP,Real Estate,n/a,AXS
GPT,Gramercy Property Trust,Consumer Services,Real Estate Investment Trusts,NYSE
GPX,GP Strategies Corporation,Consumer Services,Other Consumer Services,NYSE
GPX,GRAPHEX MINING LIMITED,Materials,n/a,AXS
GRA,GRAPHITECORP LIMITED,Materials,n/a,AXS
GRAM,Grana y Montero S.A.A.,Basic Industries,Military/Government/Technical,NYSE
GRA,W.R. Grace & Co.,Basic Industries,Major Chemicals,NYSE
GRB,GAGE ROADS BREWING CO LIMITED,Food, Beverage & Tobacco,n/a,AXS
GRC,Gorman-Rupp Company (The),Capital Goods,Fluid Controls,AMEX
GRF,Eagle Capital Growth Fund, Inc.,n/a,n/a,AMEX
GRFS,Grifols S.A.,Health Care,Major Pharmaceuticals,NASDAQ
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,n/a,n/a,NASDAQ
GRMN,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,NASDAQ
GRO,Agria Corporation,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
GROW,U.S. Global Investors- Inc.,Finance,Investment Managers,NASDAQ
GRPN,Groupon- Inc.,Technology,Advertising,NASDAQ
GRP.U,Granite Real Estate Inc.,n/a,n/a,NYSE
GRR,Asia Tigers Fund- Inc. (The),n/a,n/a,NYSE
GRR,GRANGE RESOURCES LIMITED.,Materials,n/a,AXS
GRSH,Gores Holdings- Inc.,Consumer Non-Durables,Packaged Foods,NASDAQ
GRSHW,Gores Holdings- Inc.,Consumer Non-Durables,Packaged Foods,NASDAQ
GRUB,GrubHub Inc.,Miscellaneous,Business Services,NYSE
GRV,GREENVALE ENERGY LIMITED,Energy,n/a,AXS
GRVY,GRAVITY Co. Ltd.,Miscellaneous,Business Services,NASDAQ
GRX^A,The Gabelli Healthcare & Wellness Trust,n/a,n/a,NYSE
GRX^B,The Gabelli Healthcare & Wellness Trust,n/a,n/a,NYSE
GRX,The Gabelli Healthcare & Wellness Trust,n/a,n/a,NYSE
GRY,GRYPHON MINERALS LIMITED,Materials,n/a,AXS
GS^A,Goldman Sachs Group- Inc. (The),n/a,n/a,NYSE
GSAT,Globalstar, Inc.,Consumer Services,Telecommunications Equipment,AMEX
GSB,AUSTRALIAN GOVERNMENT TREASURY BONDS,Not Applic,n/a,AXS
GSBC,Great Southern Bancorp- Inc.,Finance,Major Banks,NASDAQ
GSBD,Goldman Sachs BDC- Inc.,n/a,n/a,NYSE
GSB,GlobalSCAPE, Inc.,Technology,Computer Software: Prepackaged Software,AMEX
GS^B,Goldman Sachs Group- Inc. (The),n/a,n/a,NYSE
GSC,GLOBAL GEOSCIENCE LIMITED,Materials,n/a,AXS
GS^C,Goldman Sachs Group- Inc. (The),n/a,n/a,NYSE
GS^D,Goldman Sachs Group- Inc. (The),n/a,n/a,NYSE
GSE,GOLDSEARCH LIMITED,Materials,n/a,AXS
GS,Goldman Sachs Group- Inc. (The),Finance,Investment Bankers/Brokers/Service,NYSE
GSH,Guangshen Railway Company Limited,Transportation,Railroads,NYSE
GSI,AUSTRALIAN GOVERNMENT TREASURY INDEXED BONDS,Not Applic,n/a,AXS
GS^I,Goldman Sachs Group- Inc. (The),n/a,n/a,NYSE
GSIT,GSI Technology- Inc.,Technology,Semiconductors,NASDAQ
GSJ,Goldman Sachs Group- Inc. (The),Finance,Investment Bankers/Brokers/Service,NYSE
GS^J,Goldman Sachs Group- Inc. (The),n/a,n/a,NYSE
GSK,GlaxoSmithKline PLC,Health Care,Major Pharmaceuticals,NYSE
GS^K,Goldman Sachs Group- Inc. (The),n/a,n/a,NYSE
GSL^B,Global Ship Lease- Inc.,n/a,n/a,NYSE
GSL,Global Ship Lease- Inc.,Transportation,Marine Transportation,NYSE
GSM,Ferroglobe PLC,Capital Goods,Metal Fabrications,NASDAQ
GS^N,Goldman Sachs Group- Inc. (The),n/a,n/a,NYSE
GSOL,Global Sources Ltd.,Consumer Services,Advertising,NASDAQ
GSS,GENETIC SIGNATURES LIMITED,Pharmaceuticals & Biotechnology,n/a,AXS
GSS,Golden Star Resources, Ltd,Basic Industries,Precious Metals,AMEX
GST^A,Gastar Exploration Inc.,n/a,n/a,AMEX
GST^B,Gastar Exploration Inc.,n/a,n/a,AMEX
GST,Gastar Exploration Inc.,Energy,Oil & Gas Production,AMEX
GSV,Gold Standard Ventures Corporation,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),AMEX
GTE,Gran Tierra Energy Inc.,Energy,Oil & Gas Production,AMEX
GTE,GREAT WESTERN EXPLORATION LIMITED.,Materials,n/a,AXS
GTG,GENETIC TECHNOLOGIES LIMITED,Pharmaceuticals & Biotechnology,n/a,AXS
GTK,GENTRACK GROUP LIMITED,Software & Services,n/a,AXS
GTLS,Chart Industries- Inc.,Capital Goods,Metal Fabrications,NASDAQ
GTN.A,Gray Television- Inc.,n/a,n/a,NYSE
GTN,Gray Television- Inc.,Consumer Services,Broadcasting,NYSE
GTN,GTN LIMITED,Media,n/a,AXS
GTR,GTI RESOURCES LIMITED,Materials,n/a,AXS
GTS,Triple-S Management Corporation,Finance,Accident &Health Insurance,NYSE
GTT,GTT Communications- Inc.,Public Utilities,Telecommunications Equipment,NYSE
GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,NASDAQ
GTY,GATEWAY LIFESTYLE GROUP,Real Estate,n/a,AXS
GTY,Getty Realty Corporation,Finance,Real Estate,NYSE
GUD,G.U.D. HOLDINGS LIMITED,Consumer Durables & Apparel,n/a,AXS
GULF,WisdomTree Middle East Dividend Fund,n/a,n/a,NASDAQ
GUL,GULLEWA LIMITED,Materials,n/a,AXS
GURE,Gulf Resources- Inc.,Basic Industries,Major Chemicals,NASDAQ
GUT^A,Gabelli Utility Trust (The),n/a,n/a,NYSE
GUT^C,Gabelli Utility Trust (The),n/a,n/a,NYSE
GUT,Gabelli Utility Trust (The),n/a,n/a,NYSE
GUV,GUVERA LIMITED,Class Pend,n/a,AXS
GVA,Granite Construction Incorporated,Basic Industries,Military/Government/Technical,NYSE
GVF,GLOBAL VALUE FUND LIMITED,Not Applic,n/a,AXS
GV,Goldfield Corporation (The),Basic Industries,Water Supply,AMEX
GVP,GSE Systems, Inc.,Technology,Computer Software: Prepackaged Software,AMEX
GWA,GWA GROUP LIMITED.,Capital Goods,n/a,AXS
GWB,Great Western Bancorp- Inc.,Finance,Major Banks,NYSE
GWRE,Guidewire Software- Inc.,Technology,Computer Software: Prepackaged Software,NYSE
GWR,Genesee & Wyoming- Inc.,Transportation,Railroads,NYSE
GWR,GWR GROUP LIMITED,Materials,n/a,AXS
GWW,W.W. Grainger- Inc.,Consumer Services,Office Equipment/Supplies/Services,NYSE
GXL,GREENCROSS LIMITED,Retailing,n/a,AXS
GXP,Great Plains Energy Inc,Public Utilities,Electric Utilities: Central,NYSE
GXY,GALAXY RESOURCES LIMITED,Materials,n/a,AXS
GYB,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services,NYSE
GYC,Corporate Asset Backed Corp CABCO,Finance,Finance: Consumer Services,NYSE
GZL,GAZAL CORPORATION LIMITED,Consumer Durables & Apparel,n/a,AXS
GZT,Gazit-Globe Ltd.,Finance,Real Estate,NYSE
H2O,H2OCEAN LIMITED,Class Pend,n/a,AXS
HABT,The Habit Restaurants- Inc.,Consumer Services,Restaurants,NASDAQ
HAE,Haemonetics Corporation,Health Care,Medical/Dental Instruments,NYSE
HAFC,Hanmi Financial Corporation,Finance,Major Banks,NASDAQ
HA,Hawaiian Holdings- Inc.,Transportation,Air Freight/Delivery Services,NASDAQ
HAIN,The Hain Celestial Group- Inc.,Consumer Non-Durables,Packaged Foods,NASDAQ
HAL,Halliburton Company,Energy,Oilfield Services/Equipment,NYSE
HALO,Halozyme Therapeutics- Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
HAO,HAOMA MINING NL,Materials,n/a,AXS
HAR,HARANGA RESOURCES LIMITED,Materials,n/a,AXS
HAR,Harman International Industries Incorporated,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE
HAS,Hasbro- Inc.,Consumer Non-Durables,Recreational Products/Toys,NASDAQ
HAS,HASTINGS TECHNOLOGY METALS LTD,Materials,n/a,AXS
HASI,Hannon Armstrong Sustainable Infrastructure Capital- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
HAV,HAVILAH RESOURCES LIMITED,Materials,n/a,AXS
HAW,HAWTHORN RESOURCES LIMITED,Materials,n/a,AXS
HAWK,Blackhawk Network Holdings- Inc.,Finance,Finance: Consumer Services,NASDAQ
HAYN,Haynes International- Inc.,Capital Goods,Steel/Iron Ore,NASDAQ
HBAN,Huntington Bancshares Incorporated,Finance,Major Banks,NASDAQ
HBANN,Huntington Bancshares Incorporated,Finance,Major Banks,NASDAQ
HBANO,Huntington Bancshares Incorporated,Finance,Major Banks,NASDAQ
HBANP,Huntington Bancshares Incorporated,Finance,Major Banks,NASDAQ
HBCP,Home Bancorp- Inc.,Finance,Banks,NASDAQ
HBHC,Hancock Holding Company,Finance,Major Banks,NASDAQ
HBHCL,Hancock Holding Company,Finance,Major Banks,NASDAQ
HBI,Hanesbrands Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
HBM,HudBay Minerals Inc,Basic Industries,Precious Metals,NYSE
HBM.WS,HudBay Minerals Inc,n/a,n/a,NYSE
HBNC,Horizon Bancorp (IN),Finance,Major Banks,NASDAQ
HBS,HERITAGE BANK LIMITED,Not Applic,n/a,AXS
HCA,HCA Holdings- Inc.,Health Care,Hospital/Nursing Management,NYSE
HCAPL,Harvest Capital Credit Corporation,n/a,n/a,NASDAQ
HCCI,Heritage-Crystal Clean- Inc.,Basic Industries,Miscellaneous,NASDAQ
HCHC,HC2 Holdings, Inc.,Capital Goods,Metal Fabrications,AMEX
HCH,HOT CHILI LIMITED,Materials,n/a,AXS
HCI,HCI Group- Inc.,Finance,Property-Casualty Insurers,NYSE
HCJ,HCI Group- Inc.,Finance,Property-Casualty Insurers,NYSE
HCKT,The Hackett Group- Inc.,Consumer Services,Professional Services,NASDAQ
HCLP,Hi-Crush Partners LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
HCM,Hutchison China MediTech Limited,Health Care,Major Pharmaceuticals,NASDAQ
HCN^I,Welltower Inc.,n/a,n/a,NYSE
HCN^J,Welltower Inc.,n/a,n/a,NYSE
HCN,Welltower Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
HCOM,Hawaiian Telcom Holdco- Inc.,Consumer Services,Telecommunications Equipment,NASDAQ
HCP,HCP- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
HCSG,Healthcare Services Group- Inc.,Health Care,Hospital/Nursing Management,NASDAQ
HCS,HYUNDAI CAPITAL SERVICES  INC.,Not Applic,n/a,AXS
HCT,HOLISTA COLLTECH LIMITED,Household & Personal Products,n/a,AXS
HDB,HDFC Bank Limited,Finance,Commercial Banks,NYSE
HD,Home Depot- Inc. (The),Consumer Services,RETAIL: Building Materials,NYSE
HDNG,Hardinge Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ
HDP,Hortonworks- Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
HDRAR,Hydra Industries Acquisition Corp.,Finance,Business Services,NASDAQ
HDRAU,Hydra Industries Acquisition Corp.,Finance,Business Services,NASDAQ
HDRAW,Hydra Industries Acquisition Corp.,Finance,Business Services,NASDAQ
HDS,HD Supply Holdings- Inc.,Consumer Services,Office Equipment/Supplies/Services,NASDAQ
HDX,HUGHES DRILLING LIMITED,Capital Goods,n/a,AXS
HEB,Hemispherx BioPharma, Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),AMEX
HEES,H&E Equipment Services- Inc.,n/a,n/a,NASDAQ
HEG,HILL END GOLD LIMITED,Materials,n/a,AXS
HE,Hawaiian Electric Industries- Inc.,Public Utilities,Electric Utilities: Central,NYSE
HEI.A,Heico Corporation,n/a,n/a,NYSE
HEI,Heico Corporation,Capital Goods,Aerospace,NYSE
HELE,Helen of Troy Limited,Consumer Durables,Home Furnishings,NASDAQ
HEP,Holly Energy Partners L.P.,Energy,Natural Gas Distribution,NYSE
HEQ,John Hancock Hedged Equity & Income Fund,n/a,n/a,NYSE
HES^A,Hess Corporation,n/a,n/a,NYSE
HES,Hess Corporation,Energy,Integrated oil Companies,NYSE
HES,HYPOTHEKENBANK IN ESSEN AKTIENGESELLSCHAFT,Not Applic,n/a,AXS
HE^U,Hawaiian Electric Industries- Inc.,n/a,n/a,NYSE
HFA,HFA HOLDINGS LIMITED,Diversified Financials,n/a,AXS
HFC,HollyFrontier Corporation,Energy,Integrated oil Companies,NYSE
HF,HFF- Inc.,Consumer Services,Real Estate,NYSE
HFR,HIGHFIELD RESOURCES LIMITED,Materials,n/a,AXS
HFWA,Heritage Financial Corporation,Finance,Banks,NASDAQ
HGG,HENDERSON GROUP PLC.,Diversified Financials,n/a,AXS
HGG,HHGregg- Inc.,Consumer Services,Consumer Electronics/Video Chains,NYSE
HGH,Hartford Financial Services Group- Inc. (The),Finance,Property-Casualty Insurers,NYSE
HGL,HUDSON INVESTMENT GROUP LIMITED,Real Estate,n/a,AXS
HGO,HILLGROVE RESOURCES LIMITED,Materials,n/a,AXS
HGT,Hugoton Royalty Trust,Energy,Oil & Gas Production,NYSE
HHC,Howard Hughes Corporation (The),Consumer Services,Real Estate Investment Trusts,NYSE
HH,Hooper Holmes, Inc.,Health Care,Hospital/Nursing Management,AMEX
HHL,HUNTER HALL INTERNATIONAL LIMITED,Diversified Financials,n/a,AXS
HHM,HAMPTON HILL MINING NL,Materials,n/a,AXS
HHS,Harte-Hanks- Inc.,Technology,Advertising,NYSE
HHV,HUNTER HALL GLOBAL VALUE LIMITED,Diversified Financials,n/a,AXS
H,Hyatt Hotels Corporation,Consumer Services,Hotels/Resorts,NYSE
HHY,Brookfield High Income Fund Inc.,n/a,n/a,NYSE
HHY,HASTINGS HIGH YIELD FUND,Not Applic,n/a,AXS
HIBB,Hibbett Sports- Inc.,Consumer Services,Other Specialty Stores,NASDAQ
HIE,Miller/Howard High Income Equity Fund,n/a,n/a,NYSE
HIFR,InfraREIT- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
HIG,Hartford Financial Services Group- Inc. (The),Finance,Property-Casualty Insurers,NYSE
HIG,HIGHLANDS PACIFIC LIMITED,Materials,n/a,AXS
HIG.WS,Hartford Financial Services Group- Inc. (The),n/a,n/a,NYSE
HI,Hillenbrand Inc,Consumer Durables,Miscellaneous manufacturing industries,NYSE
HII,Huntington Ingalls Industries- Inc.,Capital Goods,Marine Transportation,NYSE
HIIQ,Health Insurance Innovations- Inc.,Finance,Specialty Insurers,NASDAQ
HIL,Hill International- Inc.,Consumer Services,Military/Government/Technical,NYSE
HIL,HILLS LIMITED,Technology Hardware & Equipment,n/a,AXS
HIMX,Himax Technologies- Inc.,Technology,Semiconductors,NASDAQ
HIO,Western Asset High Income Opportunity Fund- Inc.,n/a,n/a,NYSE
HIT,HITECH GROUP AUSTRALIA LIMITED,Commercial Services & Supplies,n/a,AXS
HIVE,Aerohive Networks- Inc.,Technology,EDP Services,NYSE
HIW,Highwoods Properties- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
HIX,Western Asset High Income Fund II Inc.,n/a,n/a,NYSE
HJB,HJB CORPORATION LIMITED,Commercial Services & Supplies,n/a,AXS
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,Finance,Finance: Consumer Services,NYSE
HK,Halcon Resources Corporation,Energy,Oil & Gas Production,NYSE
HL^B,Hecla Mining Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
HLF,Herbalife LTD.,Health Care,Other Pharmaceuticals,NYSE
HL,Hecla Mining Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
HLI,Houlihan Lokey- Inc.,Finance,Investment Managers,NYSE
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
HLM^,Hillman Group Capital Trust,n/a,n/a,AMEX
HLO,HELLOWORLD LIMITED,Consumer Services,n/a,AXS
HLS,HealthSouth Corporation,Health Care,Hospital/Nursing Management,NYSE
HLS,HILLCREST LITIGATION SERVICES LIMITED.,Diversified Financials,n/a,AXS
HLS.WS,HealthSouth Corporation,n/a,n/a,NYSE
HLT,Hilton Worldwide Holdings Inc.,Consumer Services,Hotels/Resorts,NYSE
HLTH,Nobilis Health Corp.,Health Care,Hospital/Nursing Management,AMEX
HLX,Helix Energy Solutions Group- Inc.,Energy,Oilfield Services/Equipment,NYSE
HLX,HELIX RESOURCES LIMITED,Materials,n/a,AXS
HMC,Honda Motor Company Ltd.,Capital Goods,Auto Manufacturing,NYSE
HMG,HMG/Courtland Properties, Inc.,Consumer Services,Real Estate Investment Trusts,AMEX
HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books,NASDAQ
HML,HENRY MORGAN LIMITED,Not Applic,n/a,AXS
HMLP,Hoegh LNG Partners LP,Consumer Services,Marine Transportation,NYSE
HMN,Horace Mann Educators Corporation,Finance,Property-Casualty Insurers,NYSE
HMST,HomeStreet- Inc.,Finance,Major Banks,NASDAQ
HMSY,HMS Holdings Corp,Miscellaneous,Business Services,NASDAQ
HMTV,Hemisphere Media Group- Inc.,Consumer Services,Television Services,NASDAQ
HMX,HAMMER METALS LIMITED,Materials,n/a,AXS
HMY,Harmony Gold Mining Company Limited,Basic Industries,Precious Metals,NYSE
HNG,HGL LIMITED,Capital Goods,n/a,AXS
HNI,HNI Corporation,Consumer Durables,Office Equipment/Supplies/Services,NYSE
HNP,Huaneng Power International- Inc.,Public Utilities,Electric Utilities: Central,NYSE
HNR,HANNANS LTD,Materials,n/a,AXS
HNR,Harvest Natural Resources Inc,Energy,Oil & Gas Production,NYSE
HNW,Pioneer Diversified High Income Trust,n/a,n/a,AMEX
HOFT,Hooker Furniture Corporation,Consumer Durables,Home Furnishings,NASDAQ
HOG,Harley-Davidson- Inc.,Consumer Non-Durables,Motor Vehicles,NYSE
HOG,HAWKLEY OIL AND GAS LIMITED,Energy,n/a,AXS
HOLI,Hollysys Automation Technologies Ltd.,Energy,Industrial Machinery/Components,NASDAQ
HOLX,Hologic- Inc.,Health Care,Medical Electronics,NASDAQ
HOMB,Home BancShares- Inc.,Finance,Major Banks,NASDAQ
HOME,At Home Group Inc.,Consumer Services,Home Furnishings,NYSE
HOM,HOMELOANS LIMITED,Banks,n/a,AXS
HONE,HarborOne Bancorp- Inc.,Finance,Major Banks,NASDAQ
HON,Honeywell International Inc.,Capital Goods,Auto Parts:O.E.M.,NYSE
HOPE,Hope Bancorp- Inc.,Finance,Major Banks,NASDAQ
HOR,HORSESHOE METALS LIMITED,Materials,n/a,AXS
HOS,Hornbeck Offshore Services,Consumer Services,Marine Transportation,NYSE
HOT,HOTCOPPER HOLDINGS LIMITED,Software & Services,n/a,AXS
HOTRW,Chanticleer Holdings- Inc.,Consumer Services,Restaurants,NASDAQ
HOT,Starwood Hotels & Resorts Worldwide- Inc.,Consumer Services,Hotels/Resorts,NYSE
HOV,Hovnanian Enterprises Inc,Capital Goods,Homebuilding,NYSE
HOVNP,Hovnanian Enterprises Inc,Capital Goods,Homebuilding,NASDAQ
HPE,Hewlett Packard Enterprise Company,Technology,Computer Manufacturing,NYSE
HPF,John Hancock Pfd Income Fund II,n/a,n/a,NYSE
HP,Helmerich & Payne- Inc.,Energy,Oil & Gas Production,NYSE
HPI,HOTEL PROPERTY INVESTMENTS,Real Estate,n/a,AXS
HPI,John Hancock Preferred Income Fund,n/a,n/a,NYSE
HPP,Hudson Pacific Properties- Inc.,Finance,Real Estate,NYSE
HPQ,HP Inc.,Technology,Computer Manufacturing,NYSE
HPR,HIGH PEAK ROYALTIES LIMITED,Utilities,n/a,AXS
HPS,John Hancock Preferred Income Fund III,n/a,n/a,NYSE
HPT,Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
HPTRP,Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
HQCL,Hanwha Q CELLS Co. Ltd. ,Technology,Semiconductors,NASDAQ
HQH,Tekla Healthcare Investors,n/a,n/a,NYSE
HQL,Tekla Life Sciences Investors,n/a,n/a,NYSE
HQY,HealthEquity- Inc.,Miscellaneous,Business Services,NASDAQ
HRB,H&R Block- Inc.,Consumer Services,Other Consumer Services,NYSE
HRC,Hill-Rom Holdings Inc,Health Care,Medical/Dental Instruments,NYSE
HRG,HRG Group- Inc.,Miscellaneous,Industrial Machinery/Components,NYSE
HR,Healthcare Realty Trust Incorporated,Consumer Services,Real Estate Investment Trusts,NYSE
HRI,Herc Holdings Inc.,Consumer Services,Rental/Leasing Companies,NYSE
HRL,Hormel Foods Corporation,Consumer Non-Durables,Meat/Poultry/Fish,NYSE
HRL,HRL HOLDINGS LTD,Commercial Services & Supplies,n/a,AXS
HRR,HERON RESOURCES LIMITED,Materials,n/a,AXS
HRS,Harris Corporation,Capital Goods,Industrial Machinery/Components,NYSE
HRT,Arrhythmia Research Technology Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,AMEX
HRTG,Heritage Insurance Holdings- Inc.,Finance,Property-Casualty Insurers,NYSE
HRZN,Horizon Technology Finance Corporation,n/a,n/a,NASDAQ
HSBC^A,HSBC Holdings plc,n/a,n/a,NYSE
HSBC,HSBC Holdings plc,Finance,Savings Institutions,NYSE
HSC,Harsco Corporation,Capital Goods,Metal Fabrications,NYSE
HSEA,HSBC Holdings plc,Finance,Savings Institutions,NYSE
HSEB,HSBC Holdings plc,Finance,Savings Institutions,NYSE
HSIC,Henry Schein- Inc.,Health Care,Medical Specialities,NASDAQ
HSII,Heidrick & Struggles International- Inc.,Technology,Diversified Commercial Services,NASDAQ
HSK,HEEMSKIRK CONSOLIDATED LIMITED,Materials,n/a,AXS
HSN,HANSEN TECHNOLOGIES LIMITED,Software & Services,n/a,AXS
HSNI,HSN- Inc.,Consumer Services,Other Specialty Stores,NASDAQ
HSO,HEALTHSCOPE LIMITED.,Health Care Equipment & Services,n/a,AXS
HSON,Hudson Global- Inc.,Technology,Professional Services,NASDAQ
HST,Host Hotels & Resorts- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
HSTM,HealthStream- Inc.,Technology,Computer Software: Programming, Data Processing,NASDAQ
HSY,Hershey Company (The),Consumer Non-Durables,Specialty Foods,NYSE
HT8,HARRIS TECHNOLOGY GROUP LIMITED,Retailing,n/a,AXS
HTA,Healthcare Trust of America- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
HTA,HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,Telecommunication Services,n/a,AXS
HTBI,HomeTrust Bancshares- Inc.,Finance,Savings Institutions,NASDAQ
HTBK,Heritage Commerce Corp,Finance,Major Banks,NASDAQ
HTB,SERIES 2013-1 HARVEY TRUST,Not Applic,n/a,AXS
HT^C,Hersha Hospitality Trust,n/a,n/a,NYSE
HTCH,Hutchinson Technology Incorporated,Capital Goods,Industrial Machinery/Components,NASDAQ
HT^D,Hersha Hospitality Trust,n/a,n/a,NYSE
HTD,John Hancock Tax Advantaged Dividend Income Fund,n/a,n/a,NYSE
HTF,Horizon Technology Finance Corporation,n/a,n/a,NYSE
HTGC,Hercules Capital- Inc.,n/a,n/a,NYSE
HTGX,Hercules Capital- Inc.,n/a,n/a,NYSE
HTGY,Hercules Capital- Inc.,n/a,n/a,NYSE
HTGZ,Hercules Capital- Inc.,n/a,n/a,NYSE
HT,Hersha Hospitality Trust,Consumer Services,Real Estate Investment Trusts,NYSE
HTH,Hilltop Holdings Inc.,Finance,Major Banks,NYSE
HTHT,China Lodging Group, Limited,Consumer Services,Hotels/Resorts,NASDAQ
HTLD,Heartland Express- Inc.,Transportation,Trucking Freight/Courier Services,NASDAQ
HTLF,Heartland Financial USA- Inc.,Finance,Major Banks,NASDAQ
HTM,U.S. Geothermal Inc.,Public Utilities,Electric Utilities: Central,AMEX
HTR,Brookfield Total Return Fund Inc.,n/a,n/a,NYSE
HTV,SERIES 2007-1 HARVEY TRUST,Not Applic,n/a,AXS
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,n/a,n/a,NYSE
HTZ,Hertz Global Holdings Inc,Consumer Services,Rental/Leasing Companies,NYSE
HUBB,Hubbell Inc,Capital Goods,Electrical Products,NYSE
HUBG,Hub Group- Inc.,Transportation,Oil Refining/Marketing,NASDAQ
HUB,HUB24 LIMITED,Diversified Financials,n/a,AXS
HUBS,HubSpot- Inc.,Technology,Computer Software: Prepackaged Software,NYSE
HUM,Humana Inc.,Health Care,Medical Specialities,NYSE
HUN,Huntsman Corporation,Basic Industries,Major Chemicals,NYSE
HUO,HUON AQUACULTURE GROUP LIMITED,Food, Beverage & Tobacco,n/a,AXS
HURC,Hurco Companies- Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ
HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services,NASDAQ
HUSA,Houston American Energy Corporation,Energy,Oil & Gas Production,AMEX
HVN,HARVEY NORMAN HOLDINGS LIMITED,Retailing,n/a,AXS
HVT.A,Haverty Furniture Companies- Inc.,n/a,n/a,NYSE
HVT,Haverty Furniture Companies- Inc.,Consumer Services,Other Specialty Stores,NYSE
HWAY,Healthways- Inc.,Health Care,Hospital/Nursing Management,NASDAQ
HWBK,Hawthorn Bancshares- Inc.,Finance,Major Banks,NASDAQ
HWCC,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment,NASDAQ
HW,Headwaters Incorporated,Capital Goods,Building Materials,NYSE
HWKN,Hawkins- Inc.,Consumer Durables,Specialty Chemicals,NASDAQ
HXG,HEXAGON RESOURCES LIMITED,Materials,n/a,AXS
HXL,Hexcel Corporation,Basic Industries,Major Chemicals,NYSE
HYB,New America High Income Fund- Inc. (The),n/a,n/a,NYSE
HYGS,Hydrogenics Corporation,Basic Industries,Major Chemicals,NASDAQ
HYH,Halyard Health- Inc.,Health Care,Industrial Specialties,NYSE
HY,Hyster-Yale Materials Handling- Inc.,Capital Goods,Construction/Ag Equipment/Trucks,NYSE
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,n/a,n/a,NYSE
HYLS,First Trust High Yield Long/Short ETF,n/a,n/a,NASDAQ
HYND,WisdomTree BofA Merrill Lynch High Yield Bond Negative Duratio,n/a,n/a,NASDAQ
HYT,Blackrock Corporate High Yield Fund- Inc.,n/a,n/a,NYSE
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,n/a,n/a,NASDAQ
HYZD,WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu,n/a,n/a,NASDAQ
